City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
643,Baoning,CN,66.06,overcast clouds,25.3378,110.026,
644,Peniche,PT,58.1,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
647,Healdsburg,US,73.9,clear sky,38.6105,-122.8692,Best Western Dry Creek Inn
648,Basavakalyan,IN,70.9,overcast clouds,17.8667,76.95,Tourist Lodge
654,Kushikino,JP,69.26,overcast clouds,31.7167,130.2667,Tajiri Inn
656,Khandbari,NP,78.06,scattered clouds,27.3747,87.2039,Sainik Hotel And Lodge
658,Chadiza,ZM,70.48,clear sky,-14.0678,32.4392,Sankhani Guest House
661,Fairfield,US,61.45,clear sky,41.2668,-73.3162,
664,Caraz,PE,61.93,scattered clouds,-9.0486,-77.81,Hostal La Alameda
665,Virginia Beach,US,63.01,clear sky,36.8529,-75.978,Hilton Virginia Beach Oceanfront
666,Dourbali,TD,74.79,overcast clouds,11.8091,15.8632,
667,Aksu,CN,65.05,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
668,Fukue,JP,66.56,broken clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
671,Kachiry,KZ,61.3,overcast clouds,53.0675,76.1036,"Ночной клуб BasMax, Гостиница , Ресторан , Магазин-автозап. сто вулканизатор ,"
673,Elko,US,59.65,clear sky,41.0002,-115.5012,
674,Guerrero Negro,MX,69.3,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
677,Bonthe,SL,76.53,light rain,7.5264,-12.505,Bonthe Holiday Village
678,Rovinj,HR,61.29,broken clouds,45.08,13.64,Hotel Monte Mulini
679,Lima,PE,58.89,broken clouds,-12.0432,-77.0282,Hotel Kamana
680,Tucuma,BR,78.93,broken clouds,-0.1833,-50.05,
681,Tricase,IT,64.31,broken clouds,39.9304,18.3553,Hotel Adriatico
682,Eirunepe,BR,73.08,broken clouds,-6.6603,-69.8736,Hotel novo Acre & Comercial Aguiar
683,Ilheus,BR,72.32,overcast clouds,-14.7889,-39.0494,Barravento Hotel
684,Kamina,CD,67.91,few clouds,-8.7386,24.9906,LEANIF HOTEL RESTAURANT
685,Bara,NG,72.05,light rain,10.3744,10.7288,
688,Dubbo,AU,60.93,light rain,-32.25,148.6167,Quality Inn Dubbo International
689,Beyla,GN,65.44,light rain,8.6833,-8.6333,DIAN SINKO
690,Mandera,KE,78.58,light rain,3.9366,41.867,Red Sea Resort & Suites Mandera County
692,Santa Marta,CO,78.89,broken clouds,11.2408,-74.199,Hotel La Ballena Azul
698,Chitral,PK,65.07,clear sky,35.8462,71.7858,PTDC Motel Chitral
699,Moses Lake,US,72.28,clear sky,47.1301,-119.2781,Ramada by Wyndham Moses Lake
703,Pflugerville,US,77.59,few clouds,30.4394,-97.62,Comfort Suites Pflugerville - Austin North
705,Melfi,IT,56.37,overcast clouds,40.9965,15.6514,HOTEL TERME DI RAPOLLA
706,Rio Grande,BR,57.07,light rain,-32.035,-52.0986,Hotel Atlântico Rio Grande
707,Mitu,CO,75.33,broken clouds,1.1983,-70.1733,
708,Alta Floresta,BR,75.29,scattered clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
709,Vao,NC,71.11,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
710,Zorritos,PE,69.21,scattered clouds,-3.6805,-80.6782,Hotel Pinamar
711,Griffith,US,55.35,overcast clouds,41.5284,-87.4237,Apartment above Depot Bar
712,Gornoye Loo,RU,56.98,clear sky,43.7129,39.6049,«ВатерЛоо» гостиница
